User_ID,Country,Continent,Gender,Age,Occupation,Device_Brand,OS_Type,Daily_Screen_Time_Hours,Social_Media_Usage_Hours,Gaming_Hours,Education_Hours,Entertainment_Hours,Sleep_Hours,Battery_Health,Avg_Battery_Drain_Per_Day,Monthly_Data_Usage_GB,WiFi_Usage_GB,App_Notifications_Received,Screen_Unlocks_Per_Day,Physical_Activity_Level,Sleep_Quality,Stress_Level,Productivity_Score,Weekday_Screen_Time_Hours,Weekend_Screen_Time_Hours
U08387,Germany,Europe,Other,19,Self-employed,Oppo,iOS,11.3,3.6,0.5,2.8,1.6,6.9,88.7,23.2,32.0,223.0,472,77,Medium,Good,8,0,4.0,7.0
U08388,India,Asia,Other,55,Employee,Samsung,iOS,8.1,4.1,1.3,1.1,0.4,6.1,78.1,22.6,10.9,51.7,158,182,Medium,Poor,8,39,1.8,5.2
U08389,Australia,Oceania,Male,46,Student,Vivo,Android,4.5,2.7,0.8,1.2,1.0,8.0,81.2,35.9,36.3,113.7,266,188,Medium,Good,4,70,7.8,9.9
U08390,China,Asia,Male,31,Retired,Apple,iOS,3.5,1.5,3.0,0.0,1.9,4.3,76.9,20.6,43.8,120.0,243,106,Medium,Good,8,59,4.9,4.5
U08391,China,Asia,Male,53,Student,Xiaomi,iOS,6.2,3.9,0.9,0.1,1.4,4.0,91.2,18.3,17.4,46.0,199,174,Medium,Average,5,56,7.3,5.3
U08392,USA,North America,Other,40,Self-employed,Vivo,iOS,4.5,1.5,1.5,1.4,1.4,7.0,94.3,22.0,25.2,195.9,383,191,Medium,Average,1,67,4.3,9.9
U08393,China,Asia,Other,19,Student,OnePlus,iOS,6.8,2.3,1.7,2.0,0.0,12.3,89.6,14.6,48.9,120.2,424,103,High,Average,4,55,4.5,6.9
U08394,India,Asia,Female,34,Student,Vivo,Android,5.3,0.5,3.0,1.5,3.3,7.8,97.2,10.0,24.3,269.1,117,113,Medium,Poor,6,42,8.2,8.8
U08395,Brazil,South America,Other,46,Retired,Samsung,iOS,6.8,3.2,2.4,0.6,0.9,7.1,77.3,20.4,30.5,275.1,430,75,High,Poor,6,64,6.7,3.8
U08396,USA,North America,Other,17,Student,Samsung,Android,4.5,3.2,0.5,1.5,1.6,6.8,74.2,36.7,33.0,208.6,174,160,Medium,Good,2,52,8.2,6.3
U08397,India,Asia,Female,37,Self-employed,Huawei,iOS,9.9,4.4,2.3,0.4,0.6,6.1,98.6,10.7,22.0,140.8,280,75,Medium,Average,5,26,7.8,5.2
U08398,Germany,Europe,Other,25,Student,Apple,iOS,5.8,3.8,2.4,0.7,2.3,7.6,99.1,25.8,28.5,195.6,426,155,Low,Poor,4,60,5.6,8.3
U08399,Germany,Europe,Female,22,Self-employed,Samsung,iOS,4.6,2.2,0.7,2.9,4.0,9.1,78.3,38.8,46.4,285.7,175,193,Low,Poor,4,60,5.8,10.5
U08400,Pakistan,Asia,Female,41,Unemployed,Samsung,Android,5.2,1.0,0.0,2.4,1.6,6.9,81.9,18.2,42.8,248.8,436,107,Medium,Average,6,50,11.3,7.3
U08401,USA,North America,Male,46,Employee,Samsung,iOS,4.8,4.1,1.3,2.7,1.2,6.4,81.4,19.5,15.9,132.3,128,184,Medium,Average,7,54,3.7,5.7
U08402,Germany,Europe,Male,47,Unemployed,Xiaomi,Android,10.2,2.5,1.1,0.8,1.7,7.6,79.1,26.5,5.5,152.6,244,45,Medium,Average,6,25,4.2,8.9
U08403,Brazil,South America,Male,31,Employee,Vivo,iOS,5.6,2.1,0.0,0.3,2.2,7.3,97.9,23.3,39.3,64.0,249,98,Low,Average,6,63,4.7,8.6
U08404,Pakistan,Asia,Male,27,Employee,OnePlus,iOS,5.8,2.4,1.3,1.9,2.9,5.4,82.3,34.7,21.4,271.0,96,31,Low,Good,10,54,6.7,4.4
U08405,Canada,North America,Other,43,Employee,Samsung,Android,5.5,4.5,3.0,0.5,0.1,3.2,74.3,26.9,46.0,26.3,113,124,Low,Poor,4,47,5.8,13.3
U08406,USA,North America,Female,56,Employee,Google Pixel,Android,5.6,4.1,2.7,1.3,0.1,6.1,96.0,27.0,12.8,191.5,206,154,Medium,Poor,5,24,2.2,9.0
U08407,Canada,North America,Other,38,Employee,Google Pixel,iOS,4.8,3.9,2.7,1.7,1.0,7.4,76.1,23.4,33.3,261.3,428,178,Medium,Good,8,64,9.8,7.1
U08408,Australia,Oceania,Male,47,Self-employed,Huawei,iOS,4.6,0.7,1.7,2.7,3.0,7.5,73.6,34.0,7.0,181.0,252,88,Low,Average,4,76,6.5,5.2
U08409,USA,North America,Female,54,Self-employed,Xiaomi,Android,4.4,1.1,2.6,1.3,1.0,9.9,89.8,35.8,23.7,100.0,244,123,Medium,Average,3,68,7.9,4.7
U08410,UK,Europe,Other,44,Student,Huawei,iOS,7.0,2.3,2.8,0.3,2.6,7.4,94.1,13.6,34.1,252.9,160,75,Low,Average,1,51,5.2,6.4
U08411,Pakistan,Asia,Other,49,Employee,Vivo,Android,6.2,0.9,0.3,2.0,1.6,6.7,95.2,33.6,40.4,261.0,116,74,High,Good,4,23,6.3,9.4
U08412,India,Asia,Other,30,Unemployed,Samsung,Android,7.0,2.5,1.9,1.4,3.2,4.4,87.5,39.3,12.7,107.4,233,112,Low,Poor,3,38,6.0,5.4
U08413,UK,Europe,Other,28,Self-employed,Google Pixel,iOS,6.3,0.7,1.0,2.8,0.3,6.4,96.3,19.9,6.7,272.1,201,171,High,Average,6,41,2.5,3.2
U08414,Canada,North America,Other,57,Self-employed,Huawei,Android,5.4,1.8,1.9,0.3,2.0,9.9,80.2,22.1,35.3,65.4,165,167,Low,Average,5,71,7.3,7.7
U08415,China,Asia,Other,27,Self-employed,Xiaomi,iOS,4.2,1.6,1.8,0.4,2.4,6.3,96.2,30.7,28.0,156.2,377,86,Low,Average,2,79,8.2,5.4
U08416,Brazil,South America,Female,25,Unemployed,OnePlus,Android,5.9,3.9,2.0,1.9,0.5,8.1,78.3,31.8,14.1,215.8,184,198,High,Average,1,56,4.9,3.5
U08417,Japan,Asia,Female,34,Employee,Google Pixel,Android,1.1,3.3,0.7,2.8,2.8,8.3,74.1,31.9,6.5,194.9,72,117,High,Average,7,95,6.3,8.5
U08418,USA,North America,Other,61,Self-employed,Huawei,iOS,4.8,4.4,0.7,2.8,1.7,8.1,77.1,12.5,32.1,214.7,403,102,Medium,Good,5,60,8.4,10.3
U08419,Japan,Asia,Female,22,Self-employed,Oppo,iOS,6.5,4.1,0.1,2.9,3.9,10.5,78.0,22.7,30.4,256.8,83,77,Low,Good,5,34,5.0,7.4
U08420,India,Asia,Male,43,Unemployed,Xiaomi,Android,5.6,2.7,0.0,0.4,3.3,5.7,93.6,10.5,5.7,258.3,277,118,High,Good,9,56,3.7,3.5
U08421,Brazil,South America,Other,46,Retired,OnePlus,iOS,8.5,0.6,2.4,2.4,3.1,6.3,99.0,11.4,48.5,260.4,175,47,Medium,Average,1,17,5.1,9.3
U08422,Canada,North America,Female,32,Employee,OnePlus,iOS,3.2,4.1,1.9,1.4,1.1,9.4,78.9,30.9,23.5,178.1,184,33,Low,Good,1,79,2.6,5.3
U08423,Japan,Asia,Male,36,Self-employed,Google Pixel,Android,7.3,3.0,2.3,1.4,2.6,9.1,80.6,32.4,49.4,115.3,156,183,Medium,Poor,3,43,6.7,7.2
U08424,UK,Europe,Other,47,Student,Samsung,iOS,6.7,2.2,0.2,0.9,0.9,5.3,82.9,39.9,49.9,71.3,203,173,Medium,Poor,3,37,7.2,7.6
U08425,Japan,Asia,Other,56,Retired,Oppo,Android,9.4,2.3,0.9,0.4,1.2,7.2,96.4,37.0,43.8,101.8,472,93,Low,Good,8,9,5.1,8.4
U08426,Germany,Europe,Male,26,Unemployed,Huawei,iOS,8.5,3.0,1.8,2.7,2.6,8.1,76.1,33.5,48.1,202.2,423,97,High,Good,4,27,8.7,6.7
U08427,India,Asia,Female,48,Unemployed,Google Pixel,iOS,3.6,3.3,2.1,1.6,1.8,6.8,89.8,38.8,18.0,177.0,353,122,High,Good,4,63,5.0,8.4
U08428,USA,North America,Female,60,Retired,Xiaomi,iOS,7.1,3.1,1.6,2.3,3.9,6.5,81.5,18.8,48.8,161.8,388,141,High,Good,5,44,6.1,5.1
U08429,Canada,North America,Other,61,Self-employed,OnePlus,Android,7.0,3.7,1.9,0.8,2.7,7.5,97.2,37.9,37.0,83.5,208,106,Low,Good,5,38,4.8,4.5
U08430,USA,North America,Other,36,Self-employed,Xiaomi,iOS,4.8,2.6,0.8,3.0,1.7,6.0,89.1,38.5,40.8,247.8,155,168,High,Poor,4,59,3.5,7.0
U08431,China,Asia,Female,45,Student,Huawei,iOS,6.6,4.2,1.6,1.6,3.6,7.5,86.3,34.6,42.4,109.3,196,66,Low,Average,7,51,4.6,9.9
U08432,Brazil,South America,Female,31,Self-employed,Xiaomi,Android,5.1,1.3,0.7,1.3,2.0,5.5,72.5,12.3,20.7,196.6,459,90,High,Good,3,66,8.3,9.3
U08433,Japan,Asia,Male,25,Retired,Xiaomi,Android,7.2,2.4,1.6,1.0,3.6,7.0,85.5,29.4,14.8,94.7,203,81,Low,Good,4,58,5.9,2.7
U08434,China,Asia,Female,47,Self-employed,Huawei,Android,3.7,3.6,2.2,1.9,0.7,4.8,73.6,24.7,41.0,39.6,381,84,Medium,Poor,1,76,5.2,4.3
U08435,Germany,Europe,Male,57,Student,Huawei,iOS,2.5,3.6,0.9,1.7,3.4,5.7,74.9,20.5,37.6,78.7,303,38,Medium,Poor,3,88,7.7,6.3
U08436,UK,Europe,Male,31,Employee,Google Pixel,iOS,6.3,1.4,1.1,0.9,1.5,4.7,90.9,17.3,32.6,186.6,303,71,Medium,Good,3,53,5.6,6.8
U08437,India,Asia,Female,63,Self-employed,Vivo,iOS,7.5,4.2,2.9,1.2,3.1,5.1,72.2,37.1,20.6,234.5,56,96,Low,Poor,3,33,3.9,10.4
U08438,Australia,Oceania,Other,21,Student,Apple,iOS,6.4,1.3,0.2,2.1,4.0,6.0,83.8,31.1,26.8,133.3,77,124,Low,Good,1,42,7.6,6.4
U08439,Australia,Oceania,Male,16,Student,Samsung,Android,7.1,1.3,0.5,2.6,3.6,7.6,87.2,17.8,48.9,50.8,301,118,Medium,Poor,4,35,4.6,9.2
U08440,Pakistan,Asia,Other,27,Retired,Oppo,Android,8.6,2.1,0.8,2.9,2.0,6.4,83.0,30.7,38.5,93.5,149,30,Low,Average,4,25,0.5,5.0
U08441,India,Asia,Male,50,Retired,Google Pixel,Android,8.2,2.4,2.8,2.5,0.2,5.6,70.7,22.6,10.0,123.6,163,191,Medium,Average,3,34,3.9,9.5
U08442,China,Asia,Female,58,Unemployed,Huawei,Android,4.7,2.5,0.6,0.7,2.0,6.7,82.7,22.2,42.7,26.6,101,83,Low,Poor,6,41,6.6,8.5
U08443,UK,Europe,Other,25,Student,Google Pixel,Android,6.4,4.4,0.9,0.1,2.0,4.3,73.2,34.8,6.5,34.3,71,89,High,Good,2,46,5.3,7.6
U08444,Pakistan,Asia,Female,57,Retired,Xiaomi,Android,10.0,0.7,1.2,2.0,2.6,8.5,93.3,26.2,40.7,70.5,481,152,Medium,Poor,4,18,8.5,8.2
U08445,UK,Europe,Male,24,Unemployed,Oppo,iOS,9.3,3.9,1.0,2.7,4.0,7.8,74.2,14.4,21.9,177.6,63,43,High,Average,4,14,4.9,7.9
U08446,Pakistan,Asia,Other,15,Student,Apple,iOS,6.4,4.2,2.9,1.4,2.6,5.8,93.3,37.7,6.0,81.1,201,72,Medium,Good,8,57,2.9,7.3
U08447,USA,North America,Other,29,Unemployed,Xiaomi,iOS,10.0,4.5,2.6,1.0,1.2,7.3,79.1,12.8,34.8,23.0,180,112,Medium,Poor,6,24,8.0,5.5
U08448,Pakistan,Asia,Male,32,Student,Google Pixel,Android,1.1,2.4,1.5,1.5,0.4,5.7,85.8,21.6,45.5,23.5,233,171,Medium,Poor,4,100,6.9,7.0
U08449,China,Asia,Female,16,Student,Vivo,iOS,7.0,3.2,1.4,2.3,0.9,6.3,84.7,13.2,26.2,159.8,150,46,Medium,Poor,3,37,6.2,5.6
U08450,Japan,Asia,Female,64,Unemployed,Xiaomi,Android,2.5,2.9,1.7,2.9,1.6,7.3,96.5,29.4,39.9,107.4,407,105,Low,Average,7,80,8.1,7.7
U08451,Germany,Europe,Other,30,Self-employed,Google Pixel,Android,9.0,3.5,2.1,1.5,1.6,8.6,90.0,31.0,22.2,105.9,186,82,Medium,Average,2,28,6.8,6.8
U08452,Japan,Asia,Male,24,Self-employed,Apple,Android,5.5,3.8,2.2,2.5,2.1,7.1,86.9,11.4,14.6,148.9,416,164,Medium,Average,4,52,7.1,9.3
U08453,Japan,Asia,Other,25,Student,Apple,iOS,7.7,2.4,2.1,2.5,2.1,7.4,94.3,39.7,7.8,224.6,258,124,Medium,Poor,1,45,6.0,8.6
U08454,India,Asia,Female,46,Employee,Apple,iOS,7.8,3.4,1.1,0.7,2.5,3.8,92.9,30.0,32.7,45.2,108,86,Medium,Average,6,39,5.8,7.0
U08455,Japan,Asia,Male,65,Retired,Apple,iOS,5.4,3.5,2.1,1.2,2.8,6.3,88.1,33.7,46.4,226.8,326,56,High,Average,6,57,5.7,3.8
U08456,Canada,North America,Other,47,Retired,Vivo,iOS,7.7,4.3,2.0,1.6,2.8,7.9,86.9,18.7,23.3,252.9,229,130,High,Good,5,23,2.9,10.7
U08457,Canada,North America,Male,45,Retired,OnePlus,iOS,6.2,4.5,2.8,1.1,0.6,6.2,72.3,11.8,9.0,294.3,327,76,High,Average,6,41,6.5,5.8
U08458,Australia,Oceania,Other,29,Student,Google Pixel,iOS,7.1,3.4,2.4,2.1,1.3,8.0,78.1,34.9,29.5,91.2,177,42,Low,Poor,4,41,6.5,7.5
U08459,USA,North America,Other,35,Unemployed,Xiaomi,Android,8.8,3.9,0.9,2.9,3.3,7.0,82.4,33.7,24.2,112.3,295,113,High,Average,5,35,6.1,3.9
U08460,USA,North America,Female,40,Self-employed,Xiaomi,Android,5.0,1.7,2.8,3.0,2.7,7.0,92.5,11.8,24.6,26.9,266,82,High,Poor,6,69,7.6,8.1
U08461,USA,North America,Female,56,Unemployed,OnePlus,iOS,6.1,1.2,1.1,0.8,2.0,9.0,96.7,20.7,38.1,198.9,224,50,High,Average,4,62,4.6,4.9
U08462,USA,North America,Female,46,Employee,Oppo,Android,7.3,1.2,0.6,0.0,1.8,5.9,94.3,12.6,43.1,256.2,474,128,Low,Good,5,31,6.9,6.3
U08463,Pakistan,Asia,Other,58,Retired,OnePlus,Android,7.0,3.6,2.3,2.7,1.2,8.5,84.2,10.6,49.6,135.1,332,112,Low,Average,2,34,8.8,12.0
U08464,UK,Europe,Other,35,Unemployed,Vivo,Android,3.3,3.2,2.2,2.2,0.3,6.1,99.2,32.8,31.9,100.8,58,87,Medium,Good,3,87,6.8,6.1
U08465,Pakistan,Asia,Female,21,Retired,Xiaomi,iOS,7.6,2.1,1.8,2.3,2.2,6.7,92.7,39.0,23.5,144.5,205,143,High,Good,1,51,5.5,7.2
U08466,Japan,Asia,Other,29,Student,Xiaomi,Android,8.6,4.4,2.6,1.1,3.8,10.4,80.6,27.2,35.9,190.5,65,188,Low,Good,6,13,6.4,9.3
U08467,India,Asia,Female,30,Retired,OnePlus,iOS,7.6,1.6,0.1,1.8,0.6,3.8,85.1,17.4,45.4,56.4,322,62,Low,Average,5,42,6.9,11.9
U08468,Canada,North America,Female,56,Self-employed,OnePlus,Android,4.2,4.3,1.4,2.1,0.7,8.1,94.2,10.5,7.4,237.6,89,51,Low,Good,2,77,4.8,6.7
U08469,USA,North America,Male,55,Unemployed,Google Pixel,Android,3.8,0.6,2.3,1.1,3.1,6.5,83.4,32.5,29.7,228.6,64,146,High,Poor,5,69,10.1,7.3
U08470,China,Asia,Female,21,Student,Apple,Android,2.9,2.1,3.0,0.2,2.9,6.6,82.4,20.0,45.3,237.3,460,69,High,Poor,4,93,8.5,3.1
U08471,India,Asia,Female,33,Unemployed,Huawei,iOS,4.6,4.0,1.4,2.7,3.4,8.3,80.3,12.6,7.8,150.8,281,40,Medium,Good,4,70,6.2,6.1
U08472,Japan,Asia,Male,30,Student,Huawei,iOS,6.6,0.8,2.0,1.7,3.6,7.4,90.4,29.1,34.4,132.2,406,41,High,Good,3,52,7.1,7.6
U08473,Australia,Oceania,Other,48,Employee,Samsung,Android,4.6,2.4,0.9,1.7,3.2,7.5,80.1,37.6,17.4,160.4,148,135,High,Average,1,52,8.1,8.0
U08474,Pakistan,Asia,Female,51,Self-employed,Oppo,Android,7.6,2.0,0.1,0.9,0.1,7.5,90.6,31.3,40.2,59.8,301,162,Medium,Average,4,44,8.2,4.1
U08475,UK,Europe,Other,32,Unemployed,Huawei,Android,6.2,2.4,0.5,0.7,0.1,7.2,92.4,39.8,8.5,62.1,138,92,Medium,Poor,1,40,6.4,4.2
U08476,Australia,Oceania,Female,26,Student,Google Pixel,Android,4.6,4.4,1.2,1.6,2.9,6.7,82.5,27.9,21.6,297.3,96,66,Low,Poor,8,57,7.4,5.4
U08477,Australia,Oceania,Male,48,Unemployed,Huawei,Android,5.5,1.7,0.6,0.3,1.4,6.3,72.9,39.6,18.6,168.6,78,168,Low,Average,2,67,4.2,5.5
U08478,Australia,Oceania,Female,47,Self-employed,Huawei,iOS,4.3,4.0,1.7,2.0,0.3,9.1,87.4,15.6,10.5,155.9,173,178,Low,Average,4,60,2.6,9.4
U08479,Pakistan,Asia,Male,19,Employee,OnePlus,iOS,7.8,3.9,3.0,1.7,0.4,7.8,82.4,32.4,44.2,78.7,469,123,Medium,Average,7,42,9.0,8.3
U08480,Canada,North America,Other,57,Student,Huawei,iOS,4.3,1.9,1.1,0.0,3.2,7.2,82.3,10.3,40.9,276.4,300,136,Medium,Poor,5,72,4.3,7.1
U08481,China,Asia,Other,52,Retired,Vivo,iOS,6.0,2.1,2.3,0.8,4.0,9.8,94.8,28.6,28.5,227.9,143,62,Low,Average,4,40,3.7,7.8
U08482,Japan,Asia,Other,34,Self-employed,Xiaomi,Android,5.8,2.7,2.4,1.7,1.7,5.4,81.0,18.7,42.0,81.3,53,126,High,Average,6,62,5.4,8.3
U08483,China,Asia,Female,16,Employee,Huawei,Android,3.7,3.3,2.5,0.6,1.0,6.6,98.8,13.2,17.6,289.3,51,140,Medium,Good,6,81,7.5,7.2
U08484,Germany,Europe,Female,35,Employee,Xiaomi,iOS,4.2,1.1,0.7,0.9,0.4,8.3,82.1,38.3,13.8,293.9,235,149,High,Poor,3,80,9.2,6.8
U08485,UK,Europe,Male,18,Employee,Vivo,iOS,3.9,2.2,1.0,0.9,2.1,7.3,83.2,32.2,47.7,70.3,438,133,High,Average,9,68,0.2,11.9
U08486,Germany,Europe,Other,36,Unemployed,Google Pixel,iOS,8.9,2.5,2.3,2.9,0.5,6.1,89.0,20.6,15.2,187.4,399,179,Low,Good,3,27,4.6,6.7
U08487,Australia,Oceania,Other,57,Student,Huawei,Android,5.7,3.1,2.5,1.6,0.5,8.4,94.2,20.9,36.2,52.0,306,177,High,Average,7,58,4.7,3.8
U08488,Brazil,South America,Male,47,Unemployed,Samsung,iOS,6.2,2.5,0.5,0.9,1.0,7.4,96.9,31.9,29.9,88.2,156,54,Low,Poor,7,57,6.6,4.7
U08489,Brazil,South America,Female,62,Retired,OnePlus,Android,5.7,4.2,0.3,1.3,3.6,5.4,75.3,28.8,31.2,273.3,294,104,High,Average,1,64,3.5,7.6
U08490,UK,Europe,Female,46,Unemployed,Google Pixel,iOS,6.8,3.2,2.3,2.7,0.2,6.2,73.2,30.4,11.7,55.8,432,85,Medium,Average,1,40,4.8,5.2
U08491,Brazil,South America,Male,64,Unemployed,Samsung,iOS,6.3,3.3,3.0,0.2,1.4,7.3,98.4,26.0,40.3,84.5,91,163,Low,Poor,7,34,7.2,6.4
U08492,UK,Europe,Female,57,Retired,Xiaomi,Android,7.9,1.7,2.5,0.7,2.7,7.7,79.7,28.3,24.3,92.5,377,126,Medium,Average,3,29,8.5,9.1
U08493,UK,Europe,Male,42,Unemployed,Oppo,iOS,7.4,3.1,2.0,3.0,0.8,7.8,87.4,13.5,10.6,140.1,149,80,Medium,Poor,3,26,3.2,7.6
U08494,Brazil,South America,Male,32,Retired,OnePlus,Android,5.7,3.8,1.8,2.2,3.0,6.3,74.5,18.1,7.5,268.8,230,84,High,Poor,4,53,4.6,8.8
U08495,India,Asia,Other,19,Self-employed,Apple,Android,7.5,0.6,2.8,2.6,2.0,4.4,73.5,28.6,32.9,45.0,422,137,High,Poor,7,42,6.4,8.2
U08496,India,Asia,Male,39,Unemployed,Samsung,iOS,10.6,3.6,0.0,2.5,0.6,8.9,79.3,21.0,24.8,150.8,233,185,High,Poor,3,15,4.5,11.2
U08497,Japan,Asia,Female,19,Student,Google Pixel,iOS,5.1,1.8,0.6,2.6,2.0,7.5,88.7,32.6,18.7,264.5,499,158,High,Poor,2,51,10.2,5.5
U08498,USA,North America,Other,17,Retired,Huawei,Android,5.9,4.1,1.7,2.9,3.7,6.4,90.1,16.0,10.4,204.8,458,146,High,Average,7,48,4.9,6.8
U08499,Germany,Europe,Female,60,Unemployed,Google Pixel,iOS,6.4,2.4,1.8,1.7,2.4,9.2,99.7,18.8,18.8,121.4,406,54,Low,Average,8,41,6.2,8.8
U08500,Australia,Oceania,Male,31,Employee,Google Pixel,Android,6.1,0.8,1.7,0.6,1.6,7.1,87.3,15.8,38.9,154.2,79,99,Medium,Average,5,35,5.2,8.5
U08501,UK,Europe,Female,64,Retired,Google Pixel,Android,8.4,3.0,2.3,1.6,3.2,7.3,88.1,14.5,39.5,120.2,104,159,High,Average,5,45,5.5,8.8
U08502,Brazil,South America,Other,30,Student,Huawei,iOS,4.4,3.5,2.0,2.6,0.1,5.4,92.8,28.3,48.4,252.7,149,157,Medium,Average,4,51,7.4,6.2
U08503,Pakistan,Asia,Male,15,Student,Apple,iOS,6.2,1.8,1.0,1.9,0.1,7.2,89.5,19.6,45.3,135.7,489,106,High,Average,7,51,4.3,8.9
U08504,Pakistan,Asia,Other,25,Employee,Huawei,iOS,4.0,3.0,2.5,0.9,1.2,6.2,97.3,12.7,9.1,235.8,320,32,High,Average,4,65,6.4,3.7
U08505,Pakistan,Asia,Other,39,Unemployed,OnePlus,Android,10.5,3.1,0.7,0.5,1.8,4.4,98.3,38.5,43.2,92.1,99,164,High,Good,4,8,8.0,10.2
U08506,Australia,Oceania,Male,22,Unemployed,Xiaomi,iOS,6.7,2.1,1.7,0.7,3.9,6.2,75.0,38.9,12.4,158.6,126,70,High,Average,3,51,6.1,10.4
U08507,USA,North America,Other,15,Employee,Oppo,iOS,2.4,1.8,3.0,2.7,2.0,4.5,86.0,31.7,18.3,159.7,131,130,Medium,Average,8,84,4.2,3.3
U08508,China,Asia,Male,49,Employee,Google Pixel,Android,6.1,3.2,2.6,0.6,1.9,9.1,97.2,38.5,39.4,204.3,286,164,Medium,Good,4,55,6.1,6.3
U08509,Canada,North America,Other,17,Employee,Samsung,iOS,7.6,3.3,2.6,0.1,2.2,7.5,92.6,39.5,36.8,187.4,172,93,High,Average,8,34,2.0,7.3
U08510,Australia,Oceania,Female,53,Student,Huawei,Android,7.2,1.8,2.7,1.5,0.7,5.7,73.1,12.8,34.3,222.3,317,105,Low,Average,5,45,3.4,6.7
U08511,Canada,North America,Female,55,Employee,Apple,Android,5.8,2.9,1.4,1.5,1.1,7.9,70.1,14.2,47.3,184.7,183,101,Medium,Poor,4,51,5.2,6.1
U08512,Japan,Asia,Other,29,Retired,Oppo,Android,7.1,4.4,2.8,0.9,0.9,6.4,71.5,37.6,44.7,211.6,458,130,Low,Average,3,54,5.5,7.9
U08513,UK,Europe,Female,54,Unemployed,Apple,iOS,6.4,2.7,1.4,2.2,1.7,6.6,82.2,35.5,36.8,221.4,456,158,Low,Average,3,58,5.3,3.6
U08514,Brazil,South America,Other,37,Unemployed,OnePlus,Android,3.0,2.0,2.6,0.7,3.2,7.9,98.3,31.6,27.4,54.7,221,130,Medium,Poor,4,77,7.7,8.0
U08515,Australia,Oceania,Male,35,Unemployed,Oppo,Android,8.9,1.6,0.0,3.0,0.7,6.3,96.4,12.7,34.4,35.7,132,34,Low,Good,8,30,4.6,7.6
U08516,China,Asia,Female,19,Self-employed,Apple,Android,2.7,1.9,2.3,2.3,2.6,8.9,98.5,29.9,20.5,209.0,302,165,High,Poor,3,78,8.4,3.7
U08517,Brazil,South America,Male,65,Employee,Xiaomi,Android,5.0,2.3,1.8,1.2,3.8,10.0,99.3,15.6,47.0,163.7,134,36,High,Average,6,60,7.3,7.2
U08518,USA,North America,Female,51,Unemployed,Apple,iOS,7.5,0.8,2.1,2.8,2.1,9.1,86.2,18.3,30.3,282.6,396,96,Medium,Poor,5,48,4.1,8.4
U08519,China,Asia,Male,25,Unemployed,Apple,Android,4.7,1.4,1.3,1.3,2.8,9.6,72.0,15.6,24.8,172.5,182,144,High,Average,7,64,5.9,5.9
U08520,Canada,North America,Male,41,Student,Oppo,Android,4.0,0.9,1.9,1.1,1.8,7.5,80.8,12.5,31.9,139.0,190,160,High,Poor,8,64,7.0,8.5
U08521,USA,North America,Other,26,Unemployed,OnePlus,iOS,3.0,1.0,0.4,0.7,3.5,7.7,85.3,39.3,44.9,84.6,409,67,High,Average,8,75,6.0,7.7
U08522,China,Asia,Other,21,Retired,Vivo,iOS,5.9,1.4,2.6,0.8,2.4,8.6,99.7,11.6,12.8,212.3,311,71,Medium,Good,8,55,8.7,8.7
U08523,Australia,Oceania,Female,64,Unemployed,OnePlus,iOS,5.7,4.0,2.3,2.9,3.0,7.9,78.6,36.9,27.9,277.1,185,91,Low,Average,8,53,6.4,5.9
U08524,Japan,Asia,Other,17,Student,Huawei,Android,8.1,1.7,2.5,2.9,3.9,5.7,85.7,11.3,9.4,264.3,282,145,Low,Good,2,14,3.6,7.7
U08525,Japan,Asia,Female,33,Self-employed,Apple,Android,10.5,2.4,1.8,0.4,1.0,8.1,85.9,16.4,49.3,173.6,207,66,Medium,Poor,5,25,3.9,3.2
U08526,China,Asia,Female,55,Student,Google Pixel,Android,2.1,0.7,0.2,1.0,2.6,7.5,89.4,15.6,45.2,163.9,214,183,Low,Good,5,100,8.8,7.8
U08527,Canada,North America,Male,47,Self-employed,OnePlus,Android,6.1,1.2,2.8,2.3,0.1,5.5,82.1,15.5,19.2,100.4,255,48,Low,Good,3,57,5.6,6.4
U08528,Canada,North America,Other,26,Self-employed,Google Pixel,Android,7.2,4.0,1.1,0.9,1.2,8.9,88.8,21.1,25.5,134.2,53,110,Medium,Good,4,30,3.8,6.2
U08529,Australia,Oceania,Other,39,Unemployed,OnePlus,Android,4.7,1.3,1.2,2.1,2.6,7.2,86.5,19.1,43.0,260.4,327,75,High,Good,3,52,5.0,5.6
U08530,Brazil,South America,Other,35,Retired,Google Pixel,iOS,7.9,0.6,1.7,2.8,0.7,8.4,70.4,33.4,47.5,97.2,321,62,High,Average,5,20,5.8,9.0
U08531,Brazil,South America,Female,21,Self-employed,Huawei,iOS,4.7,0.5,0.9,2.4,0.4,8.5,89.9,35.6,18.9,142.7,64,86,High,Average,4,70,6.9,6.1
U08532,Pakistan,Asia,Other,54,Student,OnePlus,Android,6.2,2.7,0.8,1.1,1.9,8.5,87.5,25.4,10.6,156.7,357,174,Medium,Good,3,51,7.3,6.2
U08533,USA,North America,Male,63,Employee,OnePlus,iOS,6.9,1.2,0.7,1.0,3.3,5.5,79.3,39.6,5.4,250.1,335,54,High,Average,1,48,6.9,5.9
U08534,India,Asia,Male,57,Employee,Xiaomi,iOS,8.4,2.5,2.8,0.6,3.5,9.6,92.3,12.8,28.9,215.5,224,193,Medium,Good,6,23,5.6,5.6
